date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-05-30,187.5,188.0,186.78,187.72,18690547,44.6755970544516,44.7947319799302,44.5040427617625,44.7280164216622,74762188,0.0,1.0
2018-05-31,186.87,188.23,186.14,187.22,27482793,44.5254870483487,44.8495340456503,44.35155005715,44.6088814961836,109931172,0.0,1.0
2018-06-01,190.24,190.26,187.75,187.99,23442510,45.328456446074,45.3332218430931,44.7351645171909,44.7923492814206,93770040,0.0,1.0
2018-06-04,191.83,193.42,191.35,191.64,26266174,45.7073055090958,46.0861545721175,45.5929359806364,45.6620342374139,105064696,0.0,1.0
2018-06-05,193.31,193.94,192.36,193.07,21565963,46.0599448885122,46.2100548946152,45.833588530103,46.0027601242825,86263852,0.0,1.0
2018-06-06,193.98,194.08,191.92,193.63,20933619,46.2195856886535,46.2434126737492,45.7287497956819,46.1361912408185,83734476,0.0,1.0
2018-06-07,193.46,194.2,192.34,194.14,21347180,46.0956853661558,46.272005055864,45.8288231330839,46.2577088648066,85388720,0.0,1.0
2018-06-08,191.7,192.0,189.77,191.17,26656799,45.6763304284713,45.7478113837585,45.2164696161242,45.5500474074641,106627196,0.0,1.0
2018-06-11,191.23,191.97,190.21,191.35,18308460,45.5643435985215,45.7406632882297,45.3213083505453,45.5929359806364,73233840,0.0,1.0
2018-06-12,192.28,192.61,191.15,191.39,16911141,45.8145269420264,45.8931559928423,45.5452820104449,45.6024667746746,67644564,0.0,1.0
2018-06-13,190.7,192.88,190.44,192.42,21638393,45.4380605775143,45.9574888526007,45.3761104162654,45.8478847211604,86553572,0.0,1.0
2018-06-14,190.8,191.57,190.22,191.55,21610074,45.46188756261,45.6453553478469,45.3236910490549,45.6405899508278,86440296,0.0,1.0
2018-06-15,188.84,190.16,188.26,190.03,61719160,44.9948786547341,45.3093948579974,44.856682141179,45.278419777373,246876640,0.0,1.0
2018-06-18,188.74,189.22,187.2,187.88,18484865,44.9710516696384,45.0854211980978,44.6041160991645,44.7661395978153,73939460,0.0,1.0
2018-06-19,185.69,186.33,183.45,185.14,33578455,44.2443286242193,44.3968213288318,43.7106041580755,44.1132802061929,134313820,0.0,1.0
2018-06-20,186.5,187.2,185.73,186.35,20628701,44.4373272034945,44.6041160991645,44.2538594182576,44.401586725851,82514804,0.0,1.0
2018-06-21,185.46,188.35,184.94,187.25,25711898,44.1895265584992,44.8781264277651,44.0656262360015,44.6160295917123,102847592,0.0,1.0
2018-06-22,184.92,186.15,184.7,186.12,27200447,44.0608608389824,44.3539327556596,44.0084414717718,44.3467846601309,108801788,0.0,1.0
2018-06-25,182.17,184.92,180.73,183.4,31663096,43.4056187488504,44.0608608389824,43.0625101634722,43.6986906655276,126652384,0.0,1.0
2018-06-26,184.43,186.53,182.54,182.99,24569201,43.9441086120134,44.4444752990233,43.4937785937045,43.6010000266352,98276804,0.0,1.0
2018-06-27,184.16,187.28,184.03,185.23,25285328,43.879775752255,44.6231776872411,43.8488006716306,44.1347244927791,101141312,0.0,1.0
2018-06-28,185.5,186.21,183.8,184.1,17365235,44.1990573525375,44.368228946717,43.7939986059104,43.8654795611976,69460940,0.0,1.0
2018-06-29,185.11,187.19,182.91,186.29,22737666,44.1061321106642,44.6017334006549,43.5819384385586,44.3872905347936,90950664,0.0,1.0
2018-07-02,187.18,187.3,183.42,183.82,17731343,44.5993507021454,44.6279430842602,43.7034560625467,43.7987640029296,70925372,0.0,1.0
2018-07-03,183.92,187.95,183.54,187.79,13954806,43.8225909880253,44.7828184873823,43.7320484446616,44.7446953112292,55819224,0.0,1.0
2018-07-05,185.4,186.41,184.28,185.26,16604248,44.1752303674418,44.4158829169084,43.9083681343698,44.1418725883078,66416992,0.0,1.0
2018-07-06,187.97,188.43,185.2,185.42,17485245,44.7875838844014,44.8971880158417,44.1275763972503,44.1799957644609,69940980,0.0,1.0
2018-07-09,190.58,190.68,189.3,189.5,19756634,45.4094681953994,45.4332951804951,45.1044827861744,45.1521367563658,79026536,0.0,1.0
2018-07-10,190.35,191.28,190.18,190.71,15939149,45.3546661296793,45.5762570910694,45.3141602550166,45.4404432760238,63756596,0.0,1.0
2018-07-11,187.88,189.78,187.61,188.5,18831470,44.7661395978153,45.2188523146338,44.7018067380569,44.9138669054087,75325880,0.0,1.0
2018-07-12,191.03,191.41,189.31,189.53,18041131,45.5166896283301,45.6072321716938,45.1068654846839,45.1592848518945,72164524,0.0,1.0
2018-07-13,191.33,191.84,190.9,191.08,12519792,45.5881705836172,45.7096882076053,45.4857145477057,45.528603120878,50079168,0.0,1.0
2018-07-16,190.91,192.65,190.42,191.52,15043110,45.4880972462152,45.9026867868806,45.3713450192463,45.6334418552991,60172440,0.0,1.0
2018-07-17,191.45,191.87,189.2,189.75,15534523,45.6167629657321,45.716836303134,45.0806558010786,45.211704219105,62138092,0.0,1.0
2018-07-18,190.4,191.8,189.93,191.78,16393381,45.3665796222271,45.700157413567,45.2545927922773,45.6953920165479,65573524,0.0,1.0
2018-07-19,191.88,192.55,189.69,189.69,20286752,45.7192190016436,45.8788598017849,45.1974080280476,45.1974080280476,81147008,0.0,1.0
2018-07-20,191.44,192.43,190.17,191.78,20706042,45.6143802672225,45.85026741967,45.311777556507,45.6953920165479,82824168,0.0,1.0
2018-07-23,191.61,191.96,189.56,190.68,15989365,45.6548861418852,45.7382805897202,45.1664329474232,45.4332951804951,63957460,0.0,1.0
2018-07-24,193.0,193.66,192.05,192.45,18697898,45.9860812347155,46.1433393363472,45.7597248763063,45.8550328166891,74791592,0.0,1.0
2018-07-25,194.82,194.85,192.43,193.06,16826483,46.4197323634574,46.4268804589861,45.85026741967,46.000377425773,67305932,0.0,1.0
2018-07-26,194.21,195.96,193.61,194.61,19075964,46.2743877543736,46.6913599935485,46.1314258437994,46.3696956947564,76303856,0.0,1.0
2018-07-27,190.98,195.19,190.1,194.99,24023972,45.5047761357822,46.5078922083115,45.29509866694,46.4602382381201,96095888,0.0,1.0
2018-07-30,189.91,192.2,189.07,191.9,21029535,45.2498273952582,45.7954653539499,45.0496807204542,45.7239843986628,84118140,0.0,1.0
2018-07-31,190.29,192.14,189.34,190.3,39373038,45.3403699386219,45.7811691628924,45.1140135802126,45.3427526371314,157492152,0.0,1.0
2018-08-01,201.5,201.76,197.31,199.13,67935716,48.0113749678507,48.0733251290995,47.0130242923405,47.4466754210824,271742864,0.0,1.0
2018-08-02,207.39,208.38,200.35,200.58,62404012,49.4147843899878,49.6506715424353,47.73736463925,47.7921667049702,249616048,0.0,1.0
2018-08-03,207.99,208.74,205.48,207.03,33447396,49.5577463005621,49.7364486887799,48.9596889746598,49.3290072436433,133789584,0.0,1.0
2018-08-06,209.07,209.25,207.07,208.0,25425387,49.8150777395957,49.857966312768,49.3385380376816,49.5601289990717,101701548,0.0,1.0
2018-08-07,207.11,209.5,206.76,209.32,25587387,49.3480688317199,49.9175337755073,49.2646743838849,49.874645202335,102349548,0.0,1.0
2018-08-08,207.25,207.81,204.52,206.05,22525487,49.3814266108539,49.5148577273898,48.730949917741,49.0955027897054,90101948,0.0,1.0
2018-08-09,208.88,209.78,207.2,207.28,23492626,49.7698064679139,49.9842493337753,49.369513118306,49.3885747063826,93970504,0.0,1.0
2018-08-10,207.53,209.1,206.67,207.36,24611202,49.6220791603205,49.997478689457,49.4164462972266,49.5814308036624,98444808,0.73,1.0
2018-08-13,208.87,210.95,207.7,207.7,25890880,49.9424838539784,50.4398284530892,49.6627275169786,49.6627275169786,103563520,0.0,1.0
2018-08-14,209.75,210.56,208.26,210.16,20748010,50.1528988766791,50.346576340756,49.79662798597,50.2509331486193,82992040,0.0,1.0
2018-08-15,210.24,210.74,208.33,209.22,28807564,50.2700617870466,50.3896157772175,49.8133655445939,50.026171647098,115230256,0.0,1.0
2018-08-16,213.32,213.81,211.47,211.75,28500367,51.0065143664991,51.1236772768666,50.5641646028669,50.6311148373626,114001468,0.0,1.0
2018-08-17,217.58,217.95,213.16,213.44,35426997,52.0251143627549,52.1135843154814,50.9682570896445,51.0352073241402,141707988,0.0,1.0
2018-08-20,215.46,219.18,215.11,218.1,30287695,51.5182054444305,52.4076871313017,51.4345176513109,52.1494505125326,121150780,0.0,1.0
2018-08-21,215.04,217.19,214.03,216.8,26159755,51.4177800926869,51.9318622504217,51.1762810325418,51.8386101380884,104639020,0.0,1.0
2018-08-22,215.05,216.36,213.84,214.1,19018131,51.4201711724904,51.733402626738,51.1308505162769,51.1930185911657,76072524,0.0,1.0
2018-08-23,215.49,217.05,214.6,214.65,18883224,51.5253786838407,51.8983871331738,51.3125725813366,51.3245279803537,75532896,0.0,1.0
2018-08-24,216.16,216.9,215.11,216.6,18476356,51.6855810306697,51.8625209361226,51.4345176513109,51.79078854202,73905424,0.0,1.0
2018-08-27,217.94,218.74,216.33,217.15,20525117,52.111193235678,52.3024796199514,51.7262293873278,51.922297931208,82100468,0.0,1.0
2018-08-28,219.7,220.54,218.92,219.01,22776766,52.5320232810794,52.7328739845665,52.3455190564129,52.3670387746436,91107064,0.0,1.0
2018-08-29,222.98,223.49,219.41,220.15,27254804,53.3162974566003,53.4382425265746,52.4626819667803,52.6396218722332,109019216,0.0,1.0
2018-08-30,225.03,228.26,222.4,223.25,48793824,53.8064688163009,54.5787875928047,53.1776148280021,53.3808566112926,195175296,0.0,1.0
2018-08-31,227.63,228.87,226.0,226.51,43340134,54.4281495651894,54.7246434608131,54.0384035572324,54.1603486272066,173360536,0.0,1.0
2018-09-04,228.36,229.18,226.63,228.41,27390132,54.6026983908389,54.7987669347191,54.1890415848477,54.6146537898559,109560528,0.0,1.0
2018-09-05,226.87,229.67,225.1,228.99,33332960,54.2464275001297,54.9159298450865,53.8232063749248,54.7533364184542,133331840,0.0,1.0
2018-09-06,223.1,227.35,221.3,226.23,34289976,53.3449904142413,54.3611993306937,52.9145960496262,54.093398392711,137159904,0.0,1.0
2018-09-07,221.3,225.37,220.71,221.85,37619810,52.9145960496262,53.8877655296171,52.7735223412246,53.0461054388142,150479240,0.0,1.0
2018-09-10,218.33,221.85,216.47,220.95,39516453,52.2044453480112,53.0461054388142,51.7597045045756,52.8309082565066,158065812,0.0,1.0
2018-09-11,223.85,224.3,216.56,218.01,35749049,53.5243213994976,53.6319199906514,51.7812242228064,52.1279307943019,142996196,0.0,1.0
2018-09-12,221.07,225.0,219.84,224.94,49278740,52.8596012141476,53.7992955768906,52.5654983983273,53.7849490980701,197114960,0.0,1.0
2018-09-13,226.41,228.35,222.57,223.52,41706377,54.1364378291725,54.6003073110354,53.2182631846602,53.4454157659849,166825508,0.0,1.0
2018-09-14,223.84,226.84,222.52,225.75,31999289,53.5219303196942,54.2392542607194,53.2063077856431,53.9786265621469,127997156,0.0,1.0
2018-09-17,217.88,222.95,217.27,222.15,37195133,52.0968467568575,53.3091242171901,51.950990888849,53.1178378329167,148780532,0.0,1.0
2018-09-18,218.24,221.85,217.12,217.79,31571712,52.1829256297805,53.0461054388142,51.9151246917977,52.0753270386267,126286848,0.0,1.0
2018-09-19,218.37,219.62,215.3,218.5,27123833,52.2140096672249,52.5128946426521,51.4799481675758,52.2450937046693,108495332,0.0,1.0
2018-09-20,220.03,222.28,219.15,220.24,26608794,52.6109289145922,53.1489218703611,52.4005138918915,52.661141590464,106435176,0.0,1.0
2018-09-21,217.66,221.36,217.29,220.78,96246748,52.0442430011823,52.9289425284467,51.9557730484558,52.7902598998485,384986992,0.0,1.0
2018-09-24,220.79,221.26,216.63,216.82,27693358,52.7926509796519,52.9050317304125,51.7979617814303,51.8433922976952,110773432,0.0,1.0
2018-09-25,222.19,222.82,219.7,219.75,24554379,53.1274021521303,53.2780401797456,52.5320232810794,52.5439786800965,98217516,0.0,1.0
2018-09-26,220.42,223.75,219.76,221.0,23984706,52.7041810269255,53.5004106014635,52.5463697598999,52.8428636555237,95938824,0.0,1.0
2018-09-27,224.95,226.44,223.54,223.82,30181227,53.7873401778735,54.1436110685827,53.4501979255917,53.5171481600874,120724908,0.0,1.0
2018-09-28,225.74,225.84,224.02,224.79,22929364,53.9762354823435,54.0001462803777,53.5649697561557,53.7490829010189,91717456,0.0,1.0
2018-10-01,227.26,229.42,226.35,227.95,23600802,54.3396796124629,54.8561528500011,54.122091350352,54.5046641188987,94403208,0.0,1.0
2018-10-02,229.28,230.0,226.63,227.25,24788170,54.8226777327533,54.9948354785993,54.1890415848477,54.3372885326595,99152680,0.0,1.0
2018-10-03,232.07,233.47,229.78,230.05,28654799,55.4897889979067,55.8245401703851,54.9422317229241,55.0067908776164,114619196,0.0,1.0
2018-10-04,227.99,232.35,226.73,230.78,32042000,54.5142284381124,55.5567392324024,54.2129523828818,55.1813397032659,128168000,0.0,1.0
2018-10-05,224.29,228.41,220.58,227.96,33580463,53.629528910848,54.6146537898559,52.7424383037802,54.5070551987022,134321852,0.0,1.0
2018-10-08,223.77,224.8,220.2,222.21,29663923,53.5051927610703,53.7514739808223,52.6515772712503,53.1321843117372,118655692,0.0,1.0
2018-10-09,226.87,227.27,222.25,223.64,26891029,54.2464275001297,54.3420706922664,53.1417486309509,53.4741087236259,107564116,0.0,1.0
